Frequency/GHz	 Amplitude rel. 2	 Phase 2	 Ref.Amplitude rel. 2	 Ref.Phase 2
139.0	0.1138381	22.19527	0.1395502	22.57273
140.0	0.1150344	22.32333	0.1420173	22.68106
141.0	0.1162599	22.45089	0.1440248	22.7894
142.0	0.1175211	22.578	0.1455609	22.89724
143.0	0.1188234	22.70472	0.1466266	23.00408
144.0	0.1201717	22.83112	0.1472362	23.10944
145.0	0.1215699	22.95726	0.1474181	23.21285
146.0	0.1230212	23.08323	0.1472144	23.31385
147.0	0.1245277	23.20909	0.1466817	23.41201
148.0	0.1260906	23.3349	0.1458903	23.50693
149.0	0.1277103	23.46073	0.144924	23.59827
150.0	0.1293861	23.58664	0.1438787	23.68577
151.0	0.1311165	23.71268	0.1428601	23.76929
152.0	0.1328992	23.83891	0.1419805	23.84883
153.0	0.1347313	23.96537	0.1413545	23.92457
154.0	0.1366093	24.09208	0.1410929	23.9969
155.0	0.1385292	24.21908	0.1412966	24.06643
156.0	0.1404864	24.34639	0.1420498	24.13393
157.0	0.1424764	24.47401	0.1434133	24.20035
158.0	0.1444943	24.60196	0.1454203	24.26669
159.0	0.1465352	24.73024	0.148074	24.33394
160.0	0.1485942	24.85884	0.1513477	24.40299
161.0	0.1506668	24.98775	0.1551882	24.47456
162.0	0.1527484	25.11695	0.15952	24.5492
163.0	0.1548348	25.24642	0.1642515	24.62721
164.0	0.1569222	25.37615	0.1692806	24.70872
165.0	0.1590072	25.50611	0.1745005	24.7937
166.0	0.1610868	25.63626	0.179804	24.88196
167.0	0.1631584	25.76659	0.1850878	24.97324
168.0	0.1652201	25.89707	0.1902548	25.0672
169.0	0.1672703	26.02766	0.195217	25.16347
170.0	0.1693078	26.15833	0.1998964	25.26165
171.0	0.171332	26.28906	0.2042264	25.36132
172.0	0.1733427	26.41983	0.2081529	25.46209
173.0	0.1753402	26.5506	0.2116345	25.56356
174.0	0.1773249	26.68136	0.214643	25.66534
175.0	0.1792977	26.81208	0.2171641	25.76705
176.0	0.1812597	26.94274	0.2191969	25.86835
177.0	0.1832124	27.07333	0.2207545	25.96887
178.0	0.1851571	27.20384	0.2218636	26.0683
179.0	0.1870955	27.33424	0.2225641	26.16635
180.0	0.1890291	27.46454	0.2229087	26.26274
181.0	0.1909595	27.59472	0.2229622	26.35724
182.0	0.1928884	27.72478	0.2227998	26.44965
183.0	0.1948169	27.85473	0.2225055	26.53984
184.0	0.1967464	27.98455	0.2221701	26.62775
185.0	0.1986777	28.11425	0.2218882	26.71337
186.0	0.2006117	28.24383	0.2217547	26.7968
187.0	0.2025487	28.3733	0.2218612	26.8782
188.0	0.2044889	28.50266	0.2222921	26.95785
189.0	0.2064322	28.63192	0.2231199	27.03609
190.0	0.2083782	28.76108	0.2244021	27.11333
191.0	0.2103261	28.89014	0.2261777	27.19002
192.0	0.2122751	29.01912	0.2284653	27.26665
193.0	0.214224	29.14802	0.2312622	27.34366
194.0	0.2161717	29.27683	0.2345454	27.42149
195.0	0.2181166	29.40557	0.2382725	27.50049
196.0	0.2200574	29.53424	0.2423853	27.58095
197.0	0.2219927	29.66283	0.2468125	27.66306
198.0	0.2239214	29.79135	0.2514739	27.74694
199.0	0.2258424	29.91979	0.2562841	27.83262
200.0	0.2277547	30.04815	0.2611559	27.92005
201.0	0.2296581	30.17643	0.2660037	28.00914
202.0	0.2315525	30.30462	0.2707463	28.09973
203.0	0.2334382	30.43272	0.2753092	28.19162
204.0	0.2353161	30.56072	0.2796264	28.28461
205.0	0.2371879	30.68861	0.2836422	28.37844
206.0	0.2390556	30.8164	0.2873122	28.47287
207.0	0.2409217	30.94407	0.2906041	28.56765
208.0	0.2427898	31.07163	0.2934985	28.66251
209.0	0.2446637	31.19906	0.2959891	28.7572
210.0	0.2465477	31.32637	0.2980827	28.85149
211.0	0.2484471	31.45355	0.2997995	28.94514
212.0	0.2503671	31.58062	0.3011721	29.03793
213.0	0.2523136	31.70757	0.3022452	29.1297
214.0	0.2542927	31.83441	0.3030746	29.22026
215.0	0.2563107	31.96116	0.3037256	29.3095
216.0	0.2583739	32.08782	0.3042716	29.39732
217.0	0.2604885	32.2144	0.3047919	29.48368
218.0	0.2626606	32.34094	0.3053691	29.56859
219.0	0.2648957	32.46743	0.3060865	29.65209
220.0	0.2671992	32.59392	0.307025	29.73429
221.0	0.2695754	32.72042	0.3082597	29.81537
222.0	0.2720282	32.84696	0.3098572	29.89551
223.0	0.2745605	32.97356	0.3118723	29.97497
224.0	0.2771743	33.10025	0.3143459	30.05402
225.0	0.2798704	33.22705	0.317303	30.13296
226.0	0.2826487	33.354	0.3207518	30.21206
227.0	0.2855078	33.48111	0.3246837	30.29161
228.0	0.2884451	33.60841	0.3290735	30.37185
229.0	0.2914571	33.73593	0.3338817	30.45301
230.0	0.2945389	33.86367	0.3390558	30.53524
231.0	0.2976847	33.99165	0.3445332	30.61867
232.0	0.3008876	34.1199	0.350244	30.70338
233.0	0.3041398	34.24841	0.3561137	30.78938
234.0	0.307433	34.37719	0.3620658	30.87668
235.0	0.3107578	34.50625	0.3680246	30.9652
236.0	0.3141047	34.63558	0.3739172	31.05488
237.0	0.3174637	34.76518	0.3796755	31.1456
238.0	0.3208243	34.89504	0.385238	31.23724
239.0	0.3241765	35.02516	0.390551	31.32965
240.0	0.3275099	35.15551	0.3955694	31.42268
241.0	0.3308147	35.28608	0.4002578	31.51619
242.0	0.3340812	35.41685	0.4045907	31.61001
243.0	0.3373006	35.54781	0.4085528	31.704
244.0	0.3404645	35.67893	0.4121391	31.798
245.0	0.3435652	35.8102	0.4153543	31.89188
246.0	0.3465962	35.94158	0.4182129	31.98551
247.0	0.3495516	36.07305	0.420738	32.07878
248.0	0.3524267	36.2046	0.4229609	32.17157
249.0	0.3552177	36.33619	0.4249199	32.26382
250.0	0.357922	36.46782	0.426659	32.35545
251.0	0.3605381	36.59945	0.4282265	32.44641
252.0	0.3630655	36.73106	0.4296738	32.53669
253.0	0.3655045	36.86265	0.4310536	32.62627
254.0	0.3678566	36.99419	0.4324178	32.71518
255.0	0.3701241	37.12568	0.4338167	32.80345
256.0	0.3723102	37.25709	0.4352964	32.89114
257.0	0.3744185	37.38842	0.4368982	32.97833
258.0	0.3764533	37.51966	0.4386563	33.0651
259.0	0.3784194	37.6508	0.4405974	33.15156
260.0	0.3803217	37.78185	0.4427398	33.2378
261.0	0.3821654	37.91281	0.4450926	33.32395
262.0	0.3839557	38.04367	0.4476559	33.41011
263.0	0.3856976	38.17444	0.4504208	33.49638
264.0	0.3873958	38.30513	0.4533703	33.58286
265.0	0.3890546	38.43573	0.45648	33.66961
266.0	0.3906781	38.56627	0.4597192	33.75672
267.0	0.3922694	38.69674	0.4630523	33.84422
268.0	0.3938312	38.82716	0.4664401	33.93215
269.0	0.3953655	38.95754	0.4698415	34.02052
270.0	0.3968735	39.08789	0.4732148	34.10933
271.0	0.3983555	39.21821	0.4765192	34.19856
272.0	0.3998115	39.34851	0.4797157	34.28817
273.0	0.4012403	39.4788	0.4827691	34.37811
274.0	0.4026405	39.60908	0.4856482	34.46834
275.0	0.4040098	39.73937	0.4883269	34.55879
276.0	0.4053457	39.86965	0.4907848	34.64939
277.0	0.4066451	39.99993	0.4930078	34.74007
278.0	0.407905	40.13021	0.4949881	34.83074
279.0	0.4091219	40.26048	0.4967243	34.92134
280.0	0.4102925	40.39073	0.4982214	35.0118
281.0	0.4114138	40.52096	0.4994903	35.10204
282.0	0.4124828	40.65116	0.5005477	35.19201
283.0	0.4134972	40.78131	0.5014149	35.28164
284.0	0.4144549	40.9114	0.5021179	35.3709
285.0	0.4153548	41.04142	0.5026856	35.45975
286.0	0.4161963	41.17134	0.5031499	35.54815
287.0	0.4169797	41.30116	0.5035438	35.6361
288.0	0.4177062	41.43084	0.503901	35.72359
289.0	0.4183777	41.56039	0.5042545	35.81063
290.0	0.4189973	41.68978	0.5046358	35.89724
291.0	0.4195689	41.81899	0.5050742	35.98343
292.0	0.4200974	41.94801	0.5055954	36.06925
293.0	0.4205885	42.07683	0.5062215	36.15475
294.0	0.4210485	42.20543	0.50697	36.23996
295.0	0.4214848	42.33381	0.5078535	36.32494
296.0	0.421905	42.46196	0.5088798	36.40975
297.0	0.4223174	42.58987	0.5100518	36.49443
298.0	0.4227305	42.71755	0.5113679	36.57904
299.0	0.423153	42.845	0.5128218	36.66362
300.0	0.4235936	42.97222	0.5144039	36.74821
301.0	0.4240609	43.09922	0.5161015	36.83285
302.0	0.424563	43.226	0.5178994	36.91757
303.0	0.4251077	43.35259	0.5197811	37.00238
304.0	0.4257019	43.47901	0.5217294	37.08729
305.0	0.4263518	43.60526	0.5237271	37.17232
306.0	0.4270628	43.73137	0.5257579	37.25746
307.0	0.4278391	43.85736	0.5278071	37.34269
308.0	0.4286837	43.98327	0.5298618	37.42801
309.0	0.4295985	44.1091	0.5319117	37.5134
310.0	0.4305842	44.23488	0.5339493	37.59884
311.0	0.4316404	44.36065	0.5359698	37.6843
312.0	0.4327651	44.48642	0.5379714	37.76978
313.0	0.4339556	44.61222	0.5399551	37.85524
314.0	0.4352078	44.73807	0.5419245	37.94068
315.0	0.4365167	44.86398	0.5438853	38.02607
316.0	0.4378765	44.98998	0.545845	38.11141
317.0	0.4392808	45.11608	0.5478123	38.1967
318.0	0.4407223	45.24228	0.5497966	38.28192
319.0	0.4421935	45.36861	0.5518074	38.36709
320.0	0.4436866	45.49507	0.5538535	38.45221
321.0	0.4451938	45.62166	0.555943	38.5373
322.0	0.4467071	45.74838	0.5580821	38.62237
323.0	0.4482188	45.87523	0.5602751	38.70744
324.0	0.4497217	46.00221	0.562524	38.79253
325.0	0.4512089	46.12931	0.564828	38.87766
326.0	0.4526739	46.25652	0.567184	38.96286
327.0	0.4541112	46.38384	0.5695858	39.04815
328.0	0.4555158	46.51125	0.5720249	39.13353
329.0	0.4568834	46.63874	0.5744905	39.21904
330.0	0.4582106	46.7663	0.5769698	39.30467
331.0	0.4594948	46.89392	0.5794485	39.39044
332.0	0.4607343	47.02157	0.5819112	39.47635
333.0	0.461928	47.14925	0.5843422	39.5624
334.0	0.4630757	47.27694	0.5867258	39.64857
335.0	0.4641778	47.40464	0.589047	39.73486
336.0	0.4652354	47.53232	0.5912922	39.82125
337.0	0.4662503	47.65997	0.5934493	39.90772
338.0	0.4672245	47.78759	0.5955085	39.99425
339.0	0.4681608	47.91516	0.5974626	40.0808
340.0	0.469062	48.04268	0.5993071	40.16736
341.0	0.4699313	48.17014	0.6010407	40.2539
342.0	0.470772	48.29753	0.6026651	40.34038
343.0	0.4715877	48.42484	0.604185	40.42678
344.0	0.4723818	48.55208	0.6056081	40.51307
345.0	0.4731576	48.67924	0.6069448	40.59924
346.0	0.4739185	48.80632	0.6082079	40.68526
347.0	0.4746675	48.93332	0.609412	40.77112
348.0	0.4754076	49.06024	0.6105733	40.85682
349.0	0.4761414	49.18708	0.6117089	40.94233
350.0	0.4768712	49.31384	0.6128362	41.02768
351.0	0.4775993	49.44053	0.6139725	41.11285
352.0	0.4783274	49.56714	0.6151343	41.19787
353.0	0.4790572	49.69369	0.6163366	41.28274
354.0	0.4797899	49.82018	0.6175927	41.36748
355.0	0.4805267	49.94661	0.6189137	41.45212
356.0	0.4812684	50.07298	0.6203082	41.53668
357.0	0.4820159	50.1993	0.6217817	41.62118
358.0	0.4827696	50.32558	0.6233373	41.70565
359.0	0.4835302	50.45182	0.6249747	41.79012
360.0	0.4842981	50.57802	0.6266911	41.8746
361.0	0.4850737	50.70419	0.6284811	41.95913
362.0	0.4858576	50.83033	0.6303369	42.04371
363.0	0.4866501	50.95645	0.632249	42.12837
364.0	0.487452	51.08255	0.6342065	42.21311
365.0	0.4882638	51.20863	0.6361974	42.29794
366.0	0.4890863	51.33471	0.6382096	42.38288
367.0	0.4899203	51.46078	0.640231	42.4679
368.0	0.4907668	51.58685	0.6422503	42.55302
369.0	0.4916266	51.71292	0.6442573	42.63821
370.0	0.492501	51.839	0.6462432	42.72348
371.0	0.493391	51.96509	0.6482016	42.8088
372.0	0.4942976	52.09121	0.6501278	42.89416
373.0	0.4952221	52.21734	0.6520197	42.97955
374.0	0.4961653	52.34351	0.6538778	43.06494
375.0	0.4971283	52.46971	0.6557048	43.15032
376.0	0.4981118	52.59595	0.6575058	43.23568
377.0	0.4991165	52.72223	0.6592883	43.321
378.0	0.5001427	52.84857	0.6610614	43.40627
379.0	0.5011908	52.97496	0.6628355	43.49149
380.0	0.5022605	53.10142	0.6646226	43.57666
381.0	0.5033515	53.22794	0.6664347	43.66177
382.0	0.5044631	53.35454	0.6682842	43.74683
383.0	0.5055942	53.48121	0.6701829	43.83184
384.0	0.5067433	53.60797	0.6721417	43.91683
385.0	0.5079088	53.73481	0.6741698	44.00179
386.0	0.5090885	53.86174	0.6762748	44.08677
387.0	0.5102799	53.98875	0.6784616	44.17176
388.0	0.5114802	54.11586	0.6807326	44.2568
389.0	0.5126863	54.24306	0.6830875	44.34191
390.0	0.5138946	54.37036	0.6855228	44.42711
391.0	0.5151016	54.49774	0.6880318	44.51242
392.0	0.5163032	54.62521	0.6906053	44.59786
393.0	0.5174953	54.75277	0.6932309	44.68345
394.0	0.5186738	54.88042	0.6958939	44.7692
395.0	0.5198341	55.00814	0.6985775	44.85512
396.0	0.5209718	55.13593	0.7012631	44.94123
397.0	0.5220826	55.2638	0.7039309	45.02752
398.0	0.5231619	55.39172	0.7065605	45.11399
399.0	0.5242056	55.51969	0.7091313	45.20062
400.0	0.5252096	55.6477	0.7116233	45.28742
401.0	0.5261699	55.77575	0.7140175	45.37437
402.0	0.5270829	55.90382	0.7162963	45.46143
403.0	0.5279454	56.03191	0.7184443	45.5486
404.0	0.5287544	56.16	0.7204488	45.63583
405.0	0.5295075	56.28807	0.7222998	45.72311
406.0	0.5302027	56.41613	0.7239904	45.81041
407.0	0.5308386	56.54415	0.7255175	45.89768
408.0	0.5314143	56.67213	0.7268814	45.98491
409.0	0.5319294	56.80006	0.728086	46.07205
410.0	0.5323845	56.92792	0.7291388	46.15908
411.0	0.5327803	57.05569	0.7300508	46.24596
412.0	0.5331187	57.18338	0.7308363	46.33268
413.0	0.5334019	57.31098	0.7315122	46.41921
414.0	0.5336329	57.43846	0.7320979	46.50554
415.0	0.5338153	57.56583	0.7326149	46.59164
416.0	0.5339533	57.69308	0.7330859	46.67751
417.0	0.5340518	57.82019	0.7335343	46.76316
418.0	0.5341159	57.94718	0.7339836	46.84857
419.0	0.5341514	58.07402	0.7344566	46.93376
420.0	0.5341645	58.20073	0.734975	47.01874
421.0	0.5341616	58.3273	0.7355584	47.10352
422.0	0.5341491	58.45373	0.7362239	47.18814
423.0	0.5341338	58.58002	0.7369857	47.2726
424.0	0.5341223	58.70618	0.7378544	47.35695
425.0	0.5341211	58.83222	0.7388368	47.4412
426.0	0.5341363	58.95815	0.7399359	47.5254
427.0	0.5341739	59.08396	0.7411506	47.60956
428.0	0.5342392	59.20968	0.7424759	47.69372
429.0	0.5343368	59.33532	0.7439034	47.7779
430.0	0.5344708	59.46088	0.7454212	47.86212
431.0	0.5346443	59.58639	0.7470147	47.94642
432.0	0.5348598	59.71185	0.7486672	48.03078
433.0	0.5351187	59.83728	0.7503606	48.11524
434.0	0.5354213	59.9627	0.7520759	48.19978
435.0	0.5357673	60.08812	0.7537944	48.28442
436.0	0.5361551	60.21355	0.7554979	48.36914
437.0	0.5365823	60.33901	0.7571702	48.45392
438.0	0.5370456	60.4645	0.758797	48.53877
439.0	0.5375411	60.59004	0.7603672	48.62365
440.0	0.538064	60.71564	0.7618728	48.70854
441.0	0.5386091	60.84129	0.7633098	48.79343
442.0	0.5391706	60.96702	0.7646782	48.87829
443.0	0.5397425	61.09281	0.7659822	48.96309
444.0	0.540319	61.21867	0.7672299	49.04781
445.0	0.540894	61.34459	0.7684335	49.13244
446.0	0.5414619	61.47058	0.7696083	49.21696
447.0	0.5420174	61.59662	0.7707729	49.30135
448.0	0.542556	61.7227	0.7719478	49.38561
449.0	0.5430738	61.84883	0.7731551	49.46973
450.0	0.543568	61.97497	0.7744174	49.55373
451.0	0.5440366	62.10113	0.7757568	49.63762
452.0	0.544479	62.22729	0.7771939	49.72141
453.0	0.5448958	62.35343	0.7787471	49.80512
454.0	0.5452887	62.47955	0.7804313	49.88878
455.0	0.545661	62.60562	0.7822575	49.97243
456.0	0.546017	62.73164	0.7842318	50.05609
457.0	0.5463624	62.85758	0.7863553	50.13981
458.0	0.5467039	62.98346	0.7886234	50.22361
459.0	0.5470495	63.10925	0.7910263	50.30753
460.0	0.5474077	63.23494	0.7935486	50.3916
461.0	0.5477879	63.36055	0.7961703	50.47585
462.0	0.5481998	63.48607	0.7988673	50.56029
463.0	0.5486534	63.61149	0.8016121	50.64494
464.0	0.5491584	63.73684	0.804375	50.7298
465.0	0.5497244	63.86211	0.8071253	50.81488
466.0	0.5503602	63.98732	0.8098323	50.90016
467.0	0.5510737	64.11249	0.8124671	50.98562
468.0	0.5518714	64.23764	0.8150033	51.07125
469.0	0.5527585	64.36278	0.8174186	51.15701
470.0	0.5537384	64.48795	0.8196958	51.24286
471.0	0.5548128	64.61316	0.8218237	51.32877
472.0	0.555981	64.73843	0.8237979	51.41469
473.0	0.5572404	64.86381	0.8256213	51.50058
474.0	0.5585863	64.9893	0.8273044	51.58639
475.0	0.5600115	65.11494	0.8288654	51.67209
476.0	0.5615071	65.24074	0.8303297	51.75764
477.0	0.5630621	65.36673	0.8317292	51.84301
478.0	0.5646637	65.49291	0.8331016	51.92817
479.0	0.5662977	65.61931	0.8344892	52.01313
480.0	0.5679488	65.74594	0.8359371	52.09786
481.0	0.5696007	65.87278	0.8374917	52.18239
482.0	0.5712367	65.99986	0.8391988	52.26673
483.0	0.57284	66.12716	0.8411016	52.35091
484.0	0.5743941	66.25467	0.8432386	52.43498
485.0	0.5758835	66.38237	0.8456418	52.51899
486.0	0.5772934	66.51027	0.848335	52.60299
487.0	0.578611	66.63832	0.851332	52.68706
488.0	0.5798252	66.7665	0.8546358	52.77126
489.0	0.5809271	66.8948	0.858238	52.85566
490.0	0.5819106	67.02317	0.8621179	52.94033
491.0	0.5827722	67.1516	0.8662436	53.02532
492.0	0.5835114	67.28003	0.870572	53.11069
493.0	0.5841311	67.40845	0.8750506	53.19648
494.0	0.5846371	67.53681	0.8796189	53.28272
495.0	0.5850386	67.66509	0.8842102	53.36942
496.0	0.585348	67.79326	0.8887543	53.45659
497.0	0.5855805	67.92128	0.8931797	53.5442
498.0	0.5857541	68.04915	0.897416	53.63224
499.0	0.5858893	68.17684	0.9013971	53.72066
500.0	0.5860085	68.30434	0.905063	53.8094
501.0	0.5861357	68.43164	0.9083627	53.8984
502.0	0.5862959	68.55875	0.9112561	53.98758
503.0	0.5865144	68.68567	0.913716	54.07685
504.0	0.5868163	68.81241	0.9157295	54.16613
505.0	0.5872256	68.939	0.9172994	54.25533
506.0	0.5877646	69.06547	0.9184446	54.34435
507.0	0.5884531	69.19186	0.9192006	54.43312
508.0	0.5893079	69.3182	0.9196189	54.52155
509.0	0.5903419	69.44455	0.9197663	54.60957
510.0	0.5915636	69.57096	0.9197232	54.69712
511.0	0.5929768	69.69749	0.9195817	54.78417
512.0	0.5945799	69.82418	0.9194424	54.87071
513.0	0.5963658	69.95111	0.9194114	54.95672
514.0	0.5983218	70.07833	0.9195964	55.04223
515.0	0.6004297	70.20589	0.9201021	55.12731
516.0	0.6026656	70.33384	0.921026	55.21201
517.0	0.6050007	70.46223	0.9224536	55.29645
518.0	0.6074014	70.59109	0.9244543	55.38073
519.0	0.6098297	70.72046	0.9270768	55.46501
520.0	0.6122443	70.85035	0.9303462	55.54941
521.0	0.6146008	70.98078	0.9342615	55.6341
522.0	0.616853	71.11176	0.9387938	55.71923
523.0	0.618953	71.24327	0.9438863	55.80495
524.0	0.6208528	71.3753	0.9494547	55.89139
525.0	0.6225045	71.50784	0.9553895	55.97866
526.0	0.6238614	71.64084	0.9615585	56.06686
527.0	0.624879	71.77426	0.9678105	56.15606
528.0	0.6255153	71.90806	0.9739798	56.24629
529.0	0.6257318	72.04218	0.9798904	56.33757
530.0	0.6254944	72.17655	0.9853611	56.42987
531.0	0.6247736	72.31111	0.9902103	56.52316
532.0	0.6235453	72.44577	0.9942608	56.61736
533.0	0.6217916	72.58046	0.9973443	56.71237
534.0	0.6195008	72.71508	0.9993054	56.80809
535.0	0.6166682	72.84955	1.000006	56.90437
